checkId,name,collector,category,severity,complexity,disruptionRisk,licensingMinimum,hasAutomatedCheck,remediationMode,portalPath,powershellCommand,notes,specStatus,ticket
INTUNE-UPDATE-001,Windows Update Ring Configuration,Intune,UPDATE,Medium,3,True,E3,True,manual,"Intune > Devices > Windows > Update rings for Windows 10 and later > Create: quality update deferral 0–7 days, feature update deferral 30–60 days, automatic restart notifications enabled",,Configure a Windows Update ring policy. . Assign to all managed Windows device groups,not-started,
INTUNE-VPNCONFIG-001,Ensure VPN Split Tunneling is Prevented on Managed Devices,Intune,VPNCONFIG,High,4,True,E3,True,manual,Intune > Devices > Configuration profiles > New profile > Windows > VPN > disable split tunneling (route all traffic through VPN),,Disable VPN split tunneling on managed devices. . Assign to all devices used for remote access,not-started,
INTUNE-WIFI-001,Ensure WiFi Enterprise Authentication and Encryption on Managed Devices,Intune,WIFI,High,4,True,E3,True,manual,"Intune > Devices > Configuration profiles > New profile > Windows > Wi-Fi > set Security type: WPA2-Enterprise, Authentication method: Certificates",,Deploy a Wi-Fi configuration profile requiring WPA2/WPA3-Enterprise authentication. . Assign to managed device groups,not-started,
INTUNE-WIPEAUDIT-001,Mass device wipe activity detected (attack indicator),StrykerReadiness,WIPEAUDIT,High,3,True,E3,True,manual,Intune > Tenant administration > Audit logs > filter by DeviceAction: Wipe,,Investigate: review Intune audit logs for the device wipe events immediately. . Verify each wipe was authorized. Rotate credentials and initiate incident response if unauthorized activity is confirmed,not-started,
PBI-API-001,Ensure access to APIs by Service Principals is restricted in Power BI,PowerBI,API,Medium,3,True,E3,True,manual,Power BI Admin portal > Tenant settings > Developer settings > Allow service principals to use Power BI APIs: Apply to specific security groups,,Restrict API access to approved service principals only. . Create a group containing only approved service principals,not-started,
PBI-AUTH-001,Ensure 'Block ResourceKey Authentication' is 'Enabled' in Power BI,PowerBI,AUTH,Medium,3,True,E3,True,manual,Power BI Admin portal > Tenant settings > Developer settings > Block ResourceKey Authentication: Enabled,,Enable ResourceKey authentication block,not-started,
PBI-CONTENT-001,Ensure guest access to content is restricted in Power BI,PowerBI,CONTENT,Medium,3,True,E3,True,manual,Power BI Admin portal > Tenant settings > Export and sharing settings > Allow Azure Active Directory guest users to access Power BI: Disabled,,Disable guest access to Power BI content. . Review and remove existing guest workspace members,not-started,
PBI-GUEST-001,Ensure guest user access is restricted in Power BI,PowerBI,GUEST,Medium,3,True,E3,True,manual,Power BI Admin portal > Tenant settings > Export and sharing settings > Allow Azure Active Directory guest users to access Power BI: Disabled,,Disable Power BI guest user access,not-started,
PBI-INVITE-001,Ensure external user invitations are restricted in Power BI,PowerBI,INVITE,Medium,3,True,E3,True,manual,Power BI Admin portal > Tenant settings > Export and sharing settings > Invite external users to your organization: Disabled or Apply to specific security groups,,Restrict external user invitations in Power BI,not-started,
PBI-LABELS-001,Ensure 'Allow users to apply sensitivity labels for content' is 'Enabled' in Power BI,PowerBI,LABELS,Medium,2,True,E3,True,manual,Power BI Admin portal > Tenant settings > Information protection > Allow users to apply sensitivity labels for Power BI content: Enabled,,Enable sensitivity label support in Power BI. . Ensure labels are published to Power BI users in Microsoft Purview compliance portal,not-started,
PBI-LINK-001,Ensure shareable links are restricted in Power BI,PowerBI,LINK,Medium,2,True,E3,True,manual,Power BI Admin portal > Tenant settings > Export and sharing settings > Allow shareable links to grant access to everyone in your organization: Disabled or Apply to specific security groups,,Restrict shareable links in Power BI,not-started,
PBI-PROFILE-001,Ensure Service Principals cannot create and use profiles in Power BI,PowerBI,PROFILE,Medium,3,True,E3,True,manual,Power BI Admin portal > Tenant settings > Allow service principals to create and use profiles: Disabled or Apply to specific security groups,,Disable or restrict service principal profiles,not-started,
PBI-PUBLISH-001,Ensure 'Publish to web' is restricted in Power BI,PowerBI,PUBLISH,Medium,3,True,E3,True,manual,Power BI Admin portal > Tenant settings > Export and sharing settings > Publish to web: Disabled,,Disable 'Publish to web'. . Revoke existing public embed codes via Power BI Admin portal > Embed Codes,not-started,
PBI-SCRIPT-001,Ensure 'Interact with and share R and Python' visuals is 'Disabled' in Power BI,PowerBI,SCRIPT,Medium,3,True,E3,True,manual,Power BI Admin portal > Tenant settings > R visuals settings > Interact with and share R and Python visuals: Disabled,,Disable R and Python visuals,not-started,
PBI-SHARING-001,Ensure enabling of external data sharing is restricted in Power BI,PowerBI,SHARING,Medium,3,True,E3,True,manual,Power BI Admin portal > Tenant settings > Export and sharing settings > Allow specific users to turn on external data sharing: Disabled or Apply to specific security groups,,Restrict external data sharing,not-started,
PBI-TENANT-001,Power BI External Sharing Configuration,PowerBI,TENANT,Medium,4,True,E5,True,manual,"Power BI Admin portal > Tenant settings > Export and sharing settings: disable or restrict Publish to web, export options, and external sharing settings to approved security groups aligned to data classification requirements",,Review and restrict Power BI external sharing settings,not-started,
PBI-TENANT-002,Power BI Publish to Web Configuration,PowerBI,TENANT,High,5,True,E5,True,manual,Power BI Admin portal > Tenant settings > Export and sharing settings > Publish to web: Disabled or Apply to specific security groups,,Disable or restrict 'Publish to web'. . Revoke existing public embed codes via Power BI Admin portal > Embed Codes,not-started,
PBI-TENANT-003,Power BI Guest Access Configuration,PowerBI,TENANT,Medium,4,True,E5,True,manual,Power BI Admin portal > Tenant settings > Export and sharing settings > Allow Azure Active Directory guest users to access Power BI: Disabled or Apply to specific security groups,,Restrict or disable Power BI guest access,not-started,
POWERBI-AUTH-001,Ensure 'Block ResourceKey Authentication' is 'Enabled' in Power BI,PowerBI,Authentication,Medium,3,True,E3,True,manual,Power BI Admin Portal > Tenant settings > Developer settings > Block ResourceKey Authentication > Enabled,,,not-started,
POWERBI-AUTH-002,Ensure access to APIs by Service Principals is restricted in Power BI,PowerBI,Authentication,Medium,3,True,E3,True,manual,Power BI Admin Portal > Tenant settings > Developer settings > Allow service principals to use Power BI APIs > Disabled or restricted to specific security groups,,,not-started,
POWERBI-AUTH-003,Ensure Service Principals cannot create and use profiles in Power BI,PowerBI,Authentication,Medium,3,True,E3,True,manual,Power BI Admin Portal > Tenant settings > Developer settings > Allow service principals to create and use profiles > Disabled,,,not-started,
POWERBI-GUEST-001,Ensure guest user access is restricted in Power BI,PowerBI,Guest Access,Medium,3,True,E3,True,manual,Power BI Admin Portal > Tenant settings > Export and sharing > Allow guest users to browse and access Power BI content > Disabled,,,not-started,
POWERBI-GUEST-002,Ensure external user invitations are restricted in Power BI,PowerBI,Guest Access,Medium,3,True,E3,True,manual,Power BI Admin Portal > Tenant settings > Export and sharing > Invite external users to your organization > Disabled,,,not-started,
POWERBI-GUEST-003,Ensure guest access to content is restricted in Power BI,PowerBI,Guest Access,Medium,3,True,E3,True,manual,Power BI Admin Portal > Tenant settings > Export and sharing > Allow Azure Active Directory guest users to access Power BI > Disabled,,,not-started,
POWERBI-INFOPROT-001,Ensure 'Allow users to apply sensitivity labels for content' is 'Enabled' in Power BI,PowerBI,Information Protection,Medium,2,True,E3,True,manual,Power BI Admin Portal > Tenant settings > Information protection > Allow users to apply sensitivity labels for content > Enabled,,,not-started,
POWERBI-SERVICEPRINCIPAL-001,"Ensure service principals are restricted from creating Power BI workspaces, connections and deployment pipelines",PowerBI,CONFIG,Medium,2,True,E3,True,manual,Power BI Admin Portal > Tenant settings > Developer settings > Allow service principals to use Power BI APIs > Disabled (or restrict to specific security groups),,Also set 'Allow service principals to create and use profiles' and 'Allow service principals to use read-only admin APIs' to Disabled unless operationally required,not-started,
POWERBI-SHARING-001,Ensure 'Publish to web' is restricted in Power BI,PowerBI,Sharing,Medium,3,True,E3,True,manual,Power BI Admin Portal > Tenant settings > Export and sharing > Publish to web > Disabled,,,not-started,
POWERBI-SHARING-002,Ensure 'Interact with and share R and Python' visuals is 'Disabled' in Power BI,PowerBI,Sharing,Low,2,False,E3,True,manual,Power BI Admin Portal > Tenant settings > R and Python visuals > Interact with and share R and Python visuals > Disabled,,,not-started,
POWERBI-SHARING-003,Ensure shareable links are restricted in Power BI,PowerBI,Sharing,Medium,2,True,E3,True,manual,Power BI Admin Portal > Tenant settings > Export and sharing > Allow shareable links to grant access to everyone in your organization > Disabled,,,not-started,
POWERBI-SHARING-004,Ensure enabling of external data sharing is restricted in Power BI,PowerBI,Sharing,Medium,3,True,E3,True,manual,Power BI Admin Portal > Tenant settings > Export and sharing > Allow external data sharing > Disabled,,,not-started,
PURVIEW-AUDIT-001,Unified Audit Logging Enabled,Compliance,AUDIT,Critical,2,False,E3,True,undetermined,,,Enable unified audit logging. Purview compliance portal > Audit > Search > Start recording user and admin activity. PowerShell: Set-AdminAuditLogConfig -UnifiedAuditLogIngestionEnabled $true,not-started,
PURVIEW-RETENTION-001,Data Retention Policies,Compliance,RETENTION,Medium,3,False,E3,True,manual,Microsoft Purview > Data lifecycle management > Retention policies > Create a retention policy to preserve or delete content per your requirements,,,not-started,
PURVIEW-RETENTION-002,Ensure Exchange is covered by a retention policy,PurviewRetention,CONFIG,High,3,False,E3,True,manual,Microsoft Purview > Data lifecycle management > Retention policies > Create or edit a retention policy to include Exchange email and mailboxes,,,not-started,
PURVIEW-RETENTION-003,Ensure Teams is covered by a retention policy,PurviewRetention,CONFIG,High,3,False,E3,True,manual,Microsoft Purview > Data lifecycle management > Retention policies > Create or edit a retention policy to include Teams channel messages and chats,,,not-started,
PURVIEW-RETENTION-004,Ensure SharePoint/OneDrive is covered by a retention policy,PurviewRetention,CONFIG,High,3,False,E3,True,manual,Microsoft Purview > Data lifecycle management > Retention policies > Create or edit a retention policy to include SharePoint sites and OneDrive accounts,,,not-started,
PURVIEW-RETENTION-005,Ensure all retention policies are in Enforce mode,PurviewRetention,CONFIG,High,3,False,E3,True,manual,Microsoft Purview > Data lifecycle management > Retention policies > Edit each policy in simulation mode and switch it to Enforce once validated,,,not-started,
SPO-ACCESS-001,Conditional Access policy coverage for SharePoint,SharePoint,ACCESS,High,4,True,E5,True,undetermined,,,Ensure Policy.Read.All permission is consented. Create a CA policy targeting SharePoint Online (00000003-0000-0ff1-ce00-000000000000) or All Cloud Apps,not-started,
SPO-ACCESS-002,Unmanaged device sync restriction,SharePoint,ACCESS,Medium,3,True,E3,True,auto-candidate,SharePoint admin center > Settings > Sync,Set-SPOTenantSyncClientRestriction -Enable. Also consider Conditional Access policies with device compliance conditions for defense in depth,,not-started,
SPO-AUTH-001,Ensure modern authentication for SharePoint applications is required,SharePoint,AUTH,High,3,True,E3,True,auto-candidate,SharePoint admin center > Policies > Access control > Apps that do not use modern authentication > Block access,Set-SPOTenant -LegacyAuthProtocolsEnabled $false,,not-started,
SPO-B2B-001,Ensure SharePoint and OneDrive integration with Azure AD B2B is enabled,SharePoint,B2B,Medium,2,True,E3,True,manual,SharePoint admin center > Policies > Sharing > More external sharing settings > Enable integration with Azure AD B2B,,Enable B2B integration in,not-started,
SPO-CUIACCESS-001,Ensure SharePoint External Sharing Restricts Access to CUI on Digital Media,SharePoint,CUIACCESS,High,3,True,E3,True,manual,SharePoint Admin Center > Policies > Sharing > set external sharing to 'Existing guests only' or 'Only people in your organization',,Restrict SharePoint external sharing to prevent CUI exposure. . Apply sensitivity labels and CA policies to CUI-classified sites,not-started,
SPO-LOOP-001,Loop Components Enabled,SharePoint,LOOP,Low,2,False,E3,True,manual,SharePoint admin center > Settings if not required by organizational policy,,Review Loop components usage policy. Disable via,not-started,
SPO-LOOP-002,OneDrive Loop Sharing,SharePoint,LOOP,Medium,3,True,E3,True,manual,SharePoint admin center > Settings > restrict Loop sharing to internal users or existing guests only,,,not-started,
SPO-MALWARE-002,Ensure Office 365 SharePoint infected files are disallowed for download,SharePoint,MALWARE,High,5,True,E5,True,auto-candidate,SharePoint admin center > Policies > Malware protection,Set-SPOTenant -DisallowInfectedFileDownload $true,,not-started,
SPO-OD-001,Ensure OneDrive content sharing is restricted,SharePoint,OD,High,3,True,E3,True,manual,"SharePoint admin center > Policies > Sharing > OneDrive > set to ""Existing guests"" or more restrictive",,,not-started,
SPO-SCRIPT-001,Ensure custom script execution is restricted on personal sites,SharePoint,SCRIPT,High,5,True,E5,True,auto-candidate,SharePoint admin center > Settings > Custom Script > prevent users from running custom script on personal sites,Set-SPOSite -Identity <PersonalSiteUrl> -DenyAddAndCustomizePages 1,,not-started,
SPO-SCRIPT-002,Ensure custom script execution is restricted on site collections,SharePoint,SCRIPT,High,5,True,E5,True,auto-candidate,SharePoint admin center > Settings > Custom Script > prevent users from running custom script on self-service created sites,Set-SPOTenant -DenyAddAndCustomizePagesForSitesCreatedByUser 1,,not-started,
SPO-SESSION-001,Ensure 'Idle session timeout' is set to '3 hours (or less)' for unmanaged devices,SharePoint,SESSION,Medium,3,True,E3,True,auto-candidate,M365 admin center > Settings > Org settings > Idle session timeout,Set-SPOBrowserIdleSignOut -Enabled $true -SignOutAfter ''01:00:00'',,not-started,
SPO-SHARING-001,Ensure external content sharing is restricted,SharePoint,SHARING,Critical,4,True,E3,True,auto-candidate,SharePoint admin center > Policies > Sharing,Set-SPOTenant -SharingCapability ExistingExternalUserSharingOnly,,not-started,
SPO-SHARING-002,Ensure that SharePoint guest users cannot share items they don't own,SharePoint,SHARING,Medium,3,True,E3,True,auto-candidate,SharePoint admin center > Policies > Sharing,Set-SPOTenant -PreventExternalUsersFromResharing $true,,not-started,
SPO-SHARING-003,Ensure SharePoint external sharing is managed through domain whitelist/blacklists,SharePoint,SHARING,Medium,3,True,E3,True,auto-candidate,SharePoint admin center > Policies > Sharing > Limit sharing by domain,"Set-SPOTenant -SharingDomainRestrictionMode AllowList -SharingAllowedDomainList ""partner.com""",,not-started,
SPO-SHARING-004,Ensure link sharing is restricted in SharePoint and OneDrive,SharePoint,SHARING,Critical,4,True,E3,True,auto-candidate,SharePoint admin center > Policies > Sharing > File and folder links > Default link type > Specific people,Set-SPOTenant -DefaultSharingLinkType Direct,,not-started,
SPO-SHARING-005,Ensure guest access to a site or OneDrive will expire automatically,SharePoint,SHARING,Medium,3,True,E3,True,auto-candidate,SharePoint admin center > Policies > Sharing > Guest access expiration,Set-SPOTenant -ExternalUserExpirationRequired $true -ExternalUserExpireInDays 30,,not-started,
SPO-SHARING-006,Ensure reauthentication with verification code is restricted,SharePoint,SHARING,Medium,3,True,E3,True,auto-candidate,SharePoint admin center > Policies > Sharing > Verification code reauthentication,Set-SPOTenant -EmailAttestationRequired $true -EmailAttestationReAuthDays 30,,not-started,
SPO-SHARING-007,Ensure the SharePoint default sharing link permission is set,SharePoint,SHARING,Medium,3,True,E3,True,auto-candidate,SharePoint admin center > Policies > Sharing > File and folder links > Default permission > View,Set-SPOTenant -DefaultLinkPermission View,,not-started,
SPO-SHARING-008,Ensure external sharing is restricted by security group,SharePoint,SHARING,Medium,3,True,E3,True,manual,"SharePoint admin center > Policies > Sharing > More external sharing settings > ""Allow only users in specific security groups to share externally""",,Verify in SharePoint Admin Center or use Get-SPOTenant,not-started,
SPO-SITE-001,Site sharing level within tenant policy,SharePoint,SITE,High,3,True,E3,True,manual,SharePoint admin center > Active sites,,Ensure SharePointTenantSettings.Read.All permission is consented. Review site sharing levels in,not-started,
SPO-SITE-002,Sensitive sites have restricted external sharing,SharePoint,SITE,High,3,True,E3,True,manual,SharePoint admin center > Active sites,,Review site sharing manually in,not-started,
SPO-SITE-003,Site collection administrator visibility,SharePoint,SITE,Informational,1,False,E3,False,auto-candidate,,Get-SPOSite | ForEach-Object { Get-SPOSiteAdministrator -Site $_.Url } to enumerate site administrators,,not-started,
SPO-SWAY-001,Ensure that Sways cannot be shared with people outside of your organization,SharePoint,SWAY,Medium,2,True,E3,True,manual,Microsoft 365 Admin Center > Settings > Org settings > Sway > disable 'Let people in your organization share their sways with people outside your organization',,Disable external Sway sharing,not-started,
SPO-SYNC-001,Ensure OneDrive sync is restricted for unmanaged devices,SharePoint,SYNC,Medium,3,True,E3,True,auto-candidate,SharePoint admin center > Settings > Sync > Allow syncing only on computers joined to specific domains,Set-SPOTenantSyncClientRestriction -Enable,,not-started,
SPO-SYNC-002,Mac Sync App Enabled,SharePoint,SYNC,Low,2,False,E3,True,manual,SharePoint admin center > Settings > Sync > disable Mac sync app if not required by organizational policy,,,not-started,
SPO-VERSIONING-001,Version history configuration,SharePoint,VERSIONING,Medium,2,False,E3,True,undetermined,,,Set version history limits at the library level in SharePoint admin center. Ensure at least 100 major versions are retained for ransomware recovery,not-started,
TEAMS-APPS-001,Chat Resource-Specific Consent Enabled,Teams,APPS,Medium,3,True,E3,True,auto-candidate,Teams admin center > Teams apps > Permission policies,Set-CsTeamsAppPermissionPolicy -DefaultCatalogAppsType AllowedAppList,,not-started,
TEAMS-APPS-002,Ensure app permission policies are configured,Teams,APPS,Medium,3,True,E3,True,manual,Teams admin center > Teams apps > Permission policies > Org-wide app settings > Third-party apps > Off (or restrict to approved apps),,,not-started,
TEAMS-CLIENT-001,Ensure external file sharing in Teams is enabled for only approved cloud storage services,Teams,CLIENT,Medium,3,True,E3,True,auto-candidate,Teams admin center > Messaging policies > Manage third-party storage,Set-CsTeamsClientConfiguration -AllowDropBox $false -AllowBox $false -AllowGoogleDrive $false -AllowShareFile $false -AllowEgnyte $false,,not-started,
TEAMS-CLIENT-002,Ensure users can't send emails to a channel email address,Teams,CLIENT,Low,1,False,E3,True,auto-candidate,Teams admin center > Teams settings > Email integration > Users can send emails to a channel email address > Off,Set-CsTeamsClientConfiguration -AllowEmailIntoChannel $false,,not-started,
TEAMS-EXTACCESS-001,Ensure communication with unmanaged Teams users is disabled,Teams,EXTACCESS,Medium,3,True,E3,True,auto-candidate,Teams admin center > Users > External access > Teams accounts not managed by an organization > Off,Set-CsTenantFederationConfiguration -AllowTeamsConsumer $false,,not-started,
TEAMS-EXTACCESS-002,Ensure external Teams users cannot initiate conversations,Teams,EXTACCESS,Medium,3,True,E3,True,auto-candidate,Teams admin center > Users > External access > External users can initiate conversations > Off,Set-CsTenantFederationConfiguration -AllowTeamsConsumerInbound $false,,not-started,
TEAMS-EXTACCESS-003,Ensure external domains are restricted in the Teams admin center,Teams,EXTACCESS,Medium,3,True,E3,True,auto-candidate,Teams admin center > Users > External access > Choose which external domains your users have access to > Allow only specific external domains,Set-CsTenantFederationConfiguration -AllowFederatedUsers $false (or restrict with -AllowedDomains),,not-started,
TEAMS-EXTACCESS-004,Ensure communication with Skype users is disabled,Teams,EXTACCESS,Medium,3,True,E3,True,auto-candidate,Teams admin center > Users > External access > Skype users > Off,Set-CsTenantFederationConfiguration -AllowPublicUsers $false,,not-started,
TEAMS-GUEST-001,Guest Access to Teams,Teams,GUEST,High,3,True,E3,True,manual,"Teams Admin Center > Org-wide settings > Guest access > Allow guest access in Teams: Off, or restrict calling, meeting, and messaging settings to the minimum required for external collaboration",,Disable or restrict guest access,not-started,
TEAMS-INFO-001,Teams Workload Active,Teams,INFO,Informational,1,False,E3,True,undetermined,,,Informational — confirms Teams service connectivity,not-started,
TEAMS-MEETING-001,Ensure anonymous users can't join a meeting,Teams,MEETING,High,2,True,E3,True,auto-candidate,Teams admin center > Meetings > Meeting policies > Global > Anonymous users can join a meeting > Off,Set-CsTeamsMeetingPolicy -Identity Global -AllowAnonymousUsersToJoinMeeting $false,,not-started,
TEAMS-MEETING-002,Ensure anonymous users and dial-in callers can't start a meeting,Teams,MEETING,Medium,3,True,E3,True,auto-candidate,Teams admin center > Meetings > Meeting policies > Global > Anonymous users can start a meeting > Off,Set-CsTeamsMeetingPolicy -Identity Global -AllowAnonymousUsersToStartMeeting $false,,not-started,
TEAMS-MEETING-003,Ensure only people in my org can bypass the lobby,Teams,MEETING,Medium,3,True,E3,True,auto-candidate,Teams admin center > Meetings > Meeting policies > Global > Who can bypass the lobby > People in my org,Set-CsTeamsMeetingPolicy -Identity Global -AutoAdmittedUsers EveryoneInCompanyExcludingGuests,,not-started,
TEAMS-MEETING-004,Ensure users dialing in can't bypass the lobby,Teams,MEETING,Medium,3,True,E3,True,auto-candidate,Teams admin center > Meetings > Meeting policies > Global > Dial-in users can bypass the lobby > Off,Set-CsTeamsMeetingPolicy -Identity Global -AllowPSTNUsersToBypassLobby $false,,not-started,
TEAMS-MEETING-005,Ensure external participants can't give or request control,Teams,MEETING,Medium,3,True,E3,True,auto-candidate,Teams admin center > Meetings > Meeting policies > Global > External participants can give or request control > Off,Set-CsTeamsMeetingPolicy -Identity Global -AllowExternalParticipantGiveRequestControl $false,,not-started,
TEAMS-MEETING-006,Ensure meeting chat does not allow anonymous users,Teams,MEETING,Medium,3,True,E3,True,auto-candidate,Teams admin center > Meetings > Meeting policies > Global > Meeting chat > On for everyone except anonymous users,Set-CsTeamsMeetingPolicy -Identity Global -MeetingChatEnabledType EnabledExceptAnonymous,,not-started,
TEAMS-MEETING-007,Ensure only organizers and co-organizers can present,Teams,MEETING,Medium,3,True,E3,True,auto-candidate,Teams admin center > Meetings > Meeting policies > Global > Who can present > Only organizers,Set-CsTeamsMeetingPolicy -Identity Global -DesignatedPresenterRoleMode OrganizerOnlyUserOverride,,not-started,
TEAMS-MEETING-008,Ensure external meeting chat is off,Teams,MEETING,Medium,3,True,E3,True,auto-candidate,Teams admin center > Meetings > Meeting policies > Global > External meeting chat > Off,Set-CsTeamsMeetingPolicy -Identity Global -AllowExternalNonTrustedMeetingChat $false,,not-started,
TEAMS-MEETING-009,Ensure meeting recording is off by default,Teams,MEETING,Medium,3,True,E3,True,auto-candidate,Teams admin center > Meetings > Meeting policies > Global > Cloud recording > Off,Set-CsTeamsMeetingPolicy -Identity Global -AllowCloudRecording $false,,not-started,
TEAMS-REPORTING-001,Ensure users can report security concerns in Teams,Teams,REPORTING,Medium,2,True,E3,True,manual,Teams admin center > Messaging policies > Global (Org-wide default) > Report a security concern > On,,,not-started,
